Number_of_Active_Listing,Rent,ContactInfo,Number_of_Bedrooms,Address
1,1200,"Ikos Holdings, Inc.  (267) 279-9777",3,"2027 S Garnet St, Philadelphia, PA, 19145"
1,1200,Century 21  (215) 888-8558,2,"1626 S Broad St FL 3RD, Philadelphia, PA, 19145"
1,1200,(609) 254-9906,3,"1709 Watkins St, Philadelphia, PA, 19145"
1,1195,,2,"1509 Curtin St # 2, Philadelphia, PA, 19145"
1,1200,Rentals for Phila  (215) 941-2593,3,"2025 S Garnet St, Philadelphia, PA, 19145"
1,1200,Coldwell Banker Preferred  (215) 870-4677,1,"2316 S 23rd St FL 1ST, Philadelphia, PA, 19145"
1,1150,OCF Realty  (215) 735-7368,3,"2042 S Hemberger St, Philadelphia, PA, 19145"
1,1175,(267) 457-3836,2,"2230 Winton St, Philadelphia, PA, 19145"
1,1150,Mercury Real Estate Group  (215) 292-3519,2,"2127 S Beechwood St, Philadelphia, PA, 19145"
1,1150,Century 21 Advantage Gold  (215) 322-7050,3,"1804 S Ringgold St, Philadelphia, PA, 19145"
1,1100,Elfant Wissahickon Realtors  (937) 475-1888,1,"1440 W Porter St # 1, Philadelphia, PA, 19145"
1,1100,,1,"S 16th St, Philadelphia, PA, 19145"
1,1100,,1,"2230 S Broad St APT 3B, Philadelphia, PA, 19145"
1,1100,Rentals for Phila  (215) 941-2593,2,"2825 Cantrell St, Philadelphia, PA, 19145"
1,1095,(267) 934-5812,1,"2232 S 15th St # 1, Philadelphia, PA, 19145"
1,1100,PA Realty Works  (609) 381-1570,1,"1526 W Ritner St FL 2ND, Philadelphia, PA, 19145"
1,1095,(610) 299-8501,3,"2330 Mountain St, Philadelphia, PA, 19145"
1,1075,DJCRE  (215) 271-7070,3,"1909 S Hemberger St, Philadelphia, PA, 19145"
1,1050,Century 21  (267) 259-3743,1,"2314 S 23rd St # 1A, Philadelphia, PA, 19145"
1,1050,Best Philly Homes /Keller Williams Realty  (215) 917-2276,3,"1942 S Hemberger St, Philadelphia, PA, 19145"
1,1000,DJCRE  (215) 271-7070,2,"2225 Sigel St, Philadelphia, PA, 19145"
1,1050,(215) 389-2880,2,"2445 W Ritner St # 3FL, Philadelphia, PA, 19145"
1,1050,TCS Management LLC  (215) 383-1439,3,"1806 S Taylor St, Philadelphia, PA, 19145"
1,1000,Prosperity Real Estate & Investment Services  (215) 490-4680,2,"2819 Jackson St, Philadelphia, PA, 19145"
1,1000,(215) 316-0250,3,"1913 S Beechwood St, Philadelphia, PA, 19145"
1,995,(215) 806-8337,1,"1540 W Porter St FL 2ND, Philadelphia, PA, 19145"
1,900,,1,"1523 Mifflin St FL 1ST, Philadelphia, PA, 19145"
1,900,"Central Realty Group, LLC  (215) 516-6038",2,"2108 S Broad Street # 3, Philadelphia, PA, 19145"
1,995,DJCRE  (215) 271-7070,2,"1741 W Passyunk Ave, Philadelphia, PA, 19145"
1,1000,(267) 992-4778,3,"1617 S 27th St, Philadelphia, PA, 19145"
1,900,Prosperity Real Estate & Investment Services  (215) 490-4680,1,"Snyder Ave, Philadelphia, PA, 19145"
1,900,Mercury Real Estate Group  (215) 500-8000,1,"2504 S Broad Street # 4 3rd, Philadelphia, PA, 19145"
1,900,Realty Mark Cityscape  (215) 688-6783,1,"2355 S Bucknell St # 2F, Philadelphia, PA, 19145"
1,900,Compass / Philly Home Collective  (215) 485-2015,1,"2017 S Chadwick St # 1, Philadelphia, PA, 19145"
1,850,Re/Max 2000  (267) 254-1507,1,"2516 S Broad St APT 2, Philadelphia, PA, 19145"
1,850,OCF Realty  (215) 735-7368,2,"2023 S 20th St # 2, Philadelphia, PA, 19145"
1,850,Triamond  (267) 243-1892,1,"1412 Jackson Street # First Floor, Philadelphia, PA, 19145"
1,825,KW Philly  (302) 757-4169,1,"2048 S 21st St, Philadelphia, PA, 19145"
1,800,OCF Realty  (215) 735-7368,1,"1931 S 21st St # 1F, Philadelphia, PA, 19145"
1,1575,"DJCRE, Inc.  (215) 271-7070",2,"3101 S Broad St, PHILADELPHIA, PA, 19148"
1,1575,(215) 992-4842,2,"1904 S 10th St # A, Philadelphia, PA, 19148"
1,1550,Mercury Real Estate Group  (215) 292-3519,3,"228 Jackson St, Philadelphia, PA, 19148"
1,1550,Keller Williams Philly  (215) 908-4112,3,"1824 S Sartain St, Philadelphia, PA, 19148"
1,1500,(267) 721-9710,3,"2336 S 10th St, Philadelphia, PA, 19148"
1,1000,(610) 613-8776,1,"2204 S 15th St FL 1ST, Philadelphia, PA, 19145"
1,1500,PA Realty Works  (609) 381-1570,2,"2027 S Watts St, Philadelphia, PA, 19148"
1,1500,(215) 882-4781,2,"346 Durfor St, Philadelphia, PA, 19148"
1,1500,Keller Williams Realty - Center City  (215) 627-3500,3,"316 Mckean St, Philadelphia, PA, 19148"
1,900,Mercury Real Estate Group  (267) 259-7863,2,"2350 Mcclellan St, Philadelphia, PA, 19145"
1,1500,,2,"2152 S Philip St, Philadelphia, PA, 19148"
1,1500,(215) 964-1223,2,"1830 S 2nd St, Philadelphia, PA, 19148"
1,1450,DJCRE  (215) 271-7070,3,"1232 Tree St, Philadelphia, PA, 19148"
1,1400,(215) 820-5575,4,"1941 S 8th St # 2, Philadelphia, PA, 19148"
1,1475,Mercury Real Estate Group  (215) 292-3519,2,"824 Mcclellan St, Philadelphia, PA, 19148"
1,1450,,3,"S Marshall St, Philadelphia, PA, 19148"
1,1400,Century 21 Forrester RE  (267) 688-1449,3,"143 Fitzgerald St, Philadelphia, PA, 19148"
1,1400,Keller Williams Philly  (267) 968-8600,2,"918 Winton St, Philadelphia, PA, 19148"
1,1400,(917) 639-8652,3,"2643 S 10th St, Philadelphia, PA, 19148"
1,1375,Keller Williams Philly  (215) 709-4141,3,"2446 S 4th St, Philadelphia, PA, 19148"
1,1395,Horizon Properties Rentals  (215) 863-9929,3,"804 Pierce St, Philadelphia, PA, 19148"
1,1360,Realty Mark Cityscape  (267) 808-1970,3,"630 Winton St, Philadelphia, PA, 19148"
1,1350,Holly Mack-Ward & Co.  (267) 238-3511,2,"158 Sigel St, Philadelphia, PA, 19148"
1,800,Century 21 Forrester RE  (267) 688-1449,1,"2315 S 15th St # 3, Philadelphia, PA, 19145"
1,1350,HomeSmart Realty Advisors   (215) 604-1191,3,"445 Tree St, Philadelphia, PA, 19148"
1,1350,Keller Williams   (347) 256-2715,3,"2625 S 9th St, Philadelphia, PA, 19148"
1,1325,(267) 241-4387,3,"2415 S Philip St, Philadelphia, PA, 19148"
1,1350,Century 21 Forrester RE  (267) 688-1449,1,"1629 S 8th St # 3, Philadelphia, PA, 19148"
1,1300,(215) 776-5228,3,"2629 S Juniper St, Philadelphia, PA, 19148"
1,1300,CenterCityTeam at Berkshire Hathaway Fox & Roach  (610) 636-4364,2,"348 Cantrell St, Philadelphia, PA, 19148"
1,1300,Go Section8  (215) 279-4108,3,"2426 S Mildred St, Philadelphia, PA, 19148"
1,1300,Neo Management Group 2.0  (215) 641-8080,2,"634 Tasker St APT 2F, Philadelphia, PA, 19148"
1,1295,Go Section8  (215) 432-6222,3,"2517 S Sheridan St, Philadelphia, PA, 19148"
1,1290,(907) 947-4981,2,"2323 S 7th St # 1, Philadelphia, PA, 19148"
1,1250,,2,"1215 W Porter St FL 1ST, Philadelphia, PA, 19148"
1,1275,(856) 530-1068,2,"934 Tree St, Philadelphia, PA, 19148"
1,1275,Keller Williams Realty - Society Hill  (215) 498-4010,2,"2234 S Darien St, Philadelphia, PA, 19148"
1,1250,Coldwell Banker Preferred - Blue Bell Office  (215) 681-3475,2,"1626 S 4th St # 2, Philadelphia, PA, 19148"
1,1250,(267) 210-5501,2,"2517 S Mildred St, Philadelphia, PA, 19148"
1,1250,(267) 992-4778,2,"529 Tree St, Philadelphia, PA, 19148"
1,1250,www.turbotenant.com  (215) 821-6641,2,"1815 S Broad St FL 3, Philadelphia, PA, 19148"
1,1250,,2,"425 Dudley St, Philadelphia, PA, 19148"
1,1250,Compass / Philadelphia Home Collective  (215) 485-2015,1,"910 Emily St # 2R, Philadelphia, PA, 19148"
1,1250,(215) 858-1724,2,"Tasker St, Philadelphia, PA, 19148"
1,1250,(484) 406-5833,3,"S 7th St, Philadelphia, PA, 19148"
1,1250,Keller Williams Center City  (215) 227-3333,1,"922 Fernon Street 2nd FL 2, Philadelphia, PA, 19148"
1,1250,Keller Williams Philly  (215) 709-4141,2,"124 Pierce St, Philadelphia, PA, 19148"
1,1200,Keller Williams Real Estate   (610) 405-2984,1,"407 Pierce St, Philadelphia, PA, 19148"
1,1200,KW Philly  (215) 932-3044,1,"1217 Snyder Ave # 1, Philadelphia, PA, 19148"
1,1200,(856) 359-6496,3,"1628 S 5th St # 2, Philadelphia, PA, 19148"
1,1200,,1,"1821 E Passyunk Ave FL 3RD, Philadelphia, PA, 19148"
1,1350,Keller Williams Center City  (267) 992-6876,1,"2024 S 12th St # 1, Philadelphia, PA, 19148"
1,750,(267) 535-1967,0,"1534 Packer Ave # 200F, Philadelphia, PA, 19145"
1,1200,TCS Management LLC  (215) 383-1439,2,"314 Jackson St, Philadelphia, PA, 19148"
1,1200,(215) 332-1700,3,"1902 S 9th St, Philadelphia, PA, 19148"
1,1200,Keller Williams Philly  (215) 709-4141,2,"2027 S 3rd St APT 3, Philadelphia, PA, 19148"
1,1165,"Brandywine Construction & Management, Inc.  (215) 351-9193",2,"2032 S Juniper St, Philadelphia, PA, 19148"
1,1200,CenterCityTeam at Berkshire Hathaway Fox & Roach  (610) 636-4364,1,"2019 S 6th St # 1, Philadelphia, PA, 19148"
1,1180,(267) 467-7955,2,"2039 S 7th St # 2, Philadelphia, PA, 19148"
1,1150,Century 21 Forrester RE  (267) 688-1449,1,"927 Morris St # 1, Philadelphia, PA, 19148"
1,1150,Solo Real Estate  (215) 564-7656,3,"527 Snyder Ave # 2, Philadelphia, PA, 19148"
1,1150,Tesla Realty Group  (267) 570-7766,3,"2433 S Fairhill St, Philadelphia, PA, 19148"
1,1150,(215) 206-1098,2,"2513 S Franklin St, Philadelphia, PA, 19148"
1,1150,(215) 500-5791,3,"2101 S 3rd St # 2, Philadelphia, PA, 19148"
1,1150,"Ikos Holdings, Inc.  (267) 279-9777",3,"2305 S Percy St, Philadelphia, PA, 19148"
1,1100,(267) 231-8649,2,"2210 S Clarion St, Philadelphia, PA, 19148"
1,1150,All start   (267) 528-9965,3,"2541 S Reese St, Philadelphia, PA, 19148"
1,1100,Coldwell Banker Preferred  (215) 495-2348,1,"1315 W Porter St, Philadelphia, PA, 19148"
1,1150,Dove Realty  (267) 499-0898,3,"2443 S Darien St, Philadelphia, PA, 19148"
1,1100,D Aversa And Son  (215) 334-6082,2,"1047 Snyder Ave FL 2ND, Philadelphia, PA, 19148"
1,1100,www.turbotenant.com  (267) 872-0729,2,"2447 S Reese St, Philadelphia, PA, 19148"
1,1100,,2,"2402 S Th 19 St, Phila, PA, 19148"
1,1100,Keller Williams Main Line Realty  (610) 520-0100,1,"1327 Snyder Ave FL 2ND, Philadelphia, PA, 19148"
1,1100,(856) 986-5800,1,"2212 S 10th St # 2, Philadelphia, PA, 19148"
1,1100,,1,"2224 S 13th St # FL2, Philadelphia, PA, 19148"
1,1100,(267) 231-8649,2,"2427 S Reese St, PHILADELPHIA, PA, 19148"
1,1095,Del Val Realty & Property Management  (215) 398-4133,2,"349 Daly St, Philadelphia, PA, 19148"
1,1050,(215) 421-4864,1,"2125 S 11th St FL 1ST, Philadelphia, PA, 19148"
1,1050,(267) 231-8649,2,"2624 S Beulah St, PHILADELPHIA, PA, 19148"
1,1050,(610) 745-1975,1,"1247 Jackson St, Philadelphia, PA, 19148"
1,1000,(215) 313-5000,1,"1010 Mollbore Ter # 2, Philadelphia, PA, 19148"
1,1000,(917) 639-8652,2,"367 Wolf St # FL2, Philadelphia, PA, 19148"
1,1000,(215) 939-1339,3,"347 Roseberry St, PHILADELPHIA, PA, 19148"
1,1000,ERA Aarch Realty  (215) 391-9743,2,"2334 S Marshall St, Philadelphia, PA, 19148"
1,960,(917) 609-8958,2,"2532 S 8th St # 2, Philadelphia, PA, 19148"
1,950,(215) 917-0088,1,"2300 S 11th St, Philadelphia, PA, 19148"
1,950,Philly PMG  (215) 391-5172,1,"1633 S 6th St # 5, Philadelphia, PA, 19148"
1,950,Compass / Philly Home Collective  (215) 485-2015,1,"2502 S 8th St, Philadelphia, PA, 19148"
1,950,Coldwell Banker Preferred  (215) 495-2348,0,"626 Pierce St, Philadelphia, PA, 19148"
1,950,Century 21 Advantage Gold  (215) 322-7050,1,"430 Morris St, Philadelphia, PA, 19148"
1,950,,1,"1146 Jackson St FL 1ST, Philadelphia, PA, 19148"
1,925,DJCRE  (215) 271-7070,1,"1838 S 7th St FL 2ND, Philadelphia, PA, 19148"
1,900,Liberty Real Estate Associates  (215) 921-0619,3,"2347 S 8th St FL 2ND, Philadelphia, PA, 19148"
1,900,Fred R. Levine Real Estate   (215) 465-3733,3,"2526 S Marshall St, Philadelphia, PA, 19148"
1,900,G & E Capital LLC  (267) 535-2461,2,"2113 S 4th St 2f 2113 S 4th St, Philadelphia, PA, 19148"
1,895,Horizon Properties Rentals  (215) 863-9929,1,"1801 S Broad St APT 2F, Philadelphia, PA, 19148"
1,885,(856) 359-6496,2,"1821 S 5th St # 1FL, Philadelphia, PA, 19148"
1,900,(267) 901-7375,1,"S 4th St, Philadelphia, PA, 19148"
1,895,Realty Mark Associates  (267) 250-4210,2,"2127 S 7th St, Philadelphia, PA, 19148"
1,1400,hadar  (267) 975-4512,3,"2639 S 64th St, Philadelphia, PA, 19142"
1,700,(215) 921-0619,1,"844 W Ritner St # 1ST, Philadelphia, PA, 19148"
1,1250,ANCHOR Realty NE  (215) 870-5595,3,"6420 Chelwynde Ave, Philadelphia, PA, 19142"
1,1200,Philly Rentals   (215) 805-6397,3,"2600 S 64th St # HOUSE, Philadelphia, PA, 19142"
1,1200,(267) 975-4512,3,"2639 S 64th St # 1A, Philadelphia, PA, 19142"
1,1200,Real Property Management TriState Area  (610) 486-7840,3,"2620 S Shields St, Philadelphia, PA, 19142"
1,1300,Go Section8  (215) 659-5348,3,"2612 S Dewey St, PHILADELPHIA, PA, 19142"
1,1100,Go Section8  (484) 320-7886,3,"6714 Dicks Ave, Philadelphia, PA, 19142"
1,1050,(484) 280-9707,3,"6121 Woodland Ave # 1, Philadelphia, PA, 19142"
1,1000,(267) 975-4512,3,"2558 S 67th St, Philadelphia, PA, 19142"
1,1000,RE/MAX Central-Blue Bell  (484) 995-0945,3,"6519 Regent St, Philadelphia, PA, 19142"
1,1000,(267) 223-9152,3,"6337 Reedland St, Philadelphia, PA, 19142"
1,1000,(484) 427-2364,3,"6549 Theodore St # 2, Philadelphia, PA, 19142"
1,975,ANCHOR Realty NE  (215) 870-5595,3,"6446 Chelwynde Ave, Philadelphia, PA, 19142"
1,925,(215) 779-6516,3,"2627 S Carroll St, Philadelphia, PA, 19142"
1,925,(267) 738-7166,3,"6421 Upland St, Philadelphia, PA, 19142"
1,925,(610) 299-8501,3,"7042 Passyunk Ave, Philadelphia, PA, 19142"
1,925,Quality Real Estate  (215) 457-2600,3,"6059 Chester Ave, Philadelphia, PA, 19142"
1,900,"Premier Rentals Philadelphia, LLC  (267) 324-3926",3,"2008 S Simpson St, Philadelphia, PA, 19142"
1,900,(267) 738-7166,3,"6422 Trinity St # HOUSE, Philadelphia, PA, 19142"
1,900,,1,"1728 S 65th St # 2, Philadelphia, PA, 19142"
1,800,(215) 518-5732,2,"6209 Buist Ave FL 1, Philadelphia, PA, 19142"
1,825,(267) 249-0478,1,"6336 Dicks Ave # 1, Philadelphia, PA, 19142"
1,825,Century 21 Target Realty  (267) 210-8523,2,"7100-7102 2 Elmwood2 Nd, Philadelphia, PA, 19142"
1,800,Century 21 Forrester RE  (215) 334-3333,1,"7051 Passyunk Ave FL 2ND, Philadelphia, PA, 19142"
1,700,Kelly Real Estate Group  (215) 987-9833,1,"2047 S 60th St FL 1ST, Philadelphia, PA, 19142"
1,700,Skylandup  (267) 385-8494,1,"6020 Upland St # 1, Philadelphia, PA, 19142"
1,650,"MainLine Investors Group, LLC  (215) 385-1349",1,"2008 S 68th St # 1ST, Philadelphia, PA, 19142"
1,650,(267) 342-8004,1,"7042 Woodland Ave FL 2ND, Philadelphia, PA, 19142"
1,600,Benjamin T. Nguyen  (646) 932-9697,1,"2658 S 66th St # 1ST, Philadelphia, PA, 19142"
1,2900,OCF Realty  (610) 905-0439,3,"1707 Olive St, Philadelphia, PA, 19130"
1,2750,Herringbone Realty LLC  (856) 249-0406,4,"910 N 29th St, Philadelphia, PA, 19130"
1,2500,Govberg Realty  (267) 606-6557,3,"1516 Parrish St # 6, Philadelphia, PA, 19130"
1,2600,LYL Realty Group  (267) 773-8600,1,"1828 Green St APT 3F, Philadelphia, PA, 19130"
1,2500,Keller Williams Realty - Society Hill  (215) 498-4010,4,"863 N 27th St, Philadelphia, PA, 19130"
1,2400,Onyx Management Group  (215) 354-0404,2,"755 N Capitol St # D, Philadelphia, PA, 19130"
1,2400,"TGT Properties, LLC  (215) 550-3847",3,"1535 Ogden Street A FL 2ND, Philadelphia, PA, 19130"
1,2350,(215) 459-6024,2,"1536 Green St APT 3, Philadelphia, PA, 19130"
1,2350,(215) 605-3216,2,"821 N Taney St # A, Philadelphia, PA, 19130"
1,2350,KW Philly  (717) 713-9181,2,"811 N Taney St # B, Philadelphia, PA, 19130"
1,2300,Berkshire Hathaway Fox & Roach  (215) 778-2452,2,"740 N Uber St # B, Philadelphia, PA, 19130"
1,2300,Keller Williams  (215) 440-2262,2,"863 N Uber St # B, Philadelphia, PA, 19130"
1,2300,Keller Williams Philadelphia Center City  (215) 627-3500,1,"1935 Wallace St APT 1, Philadelphia, PA, 19130"
1,2250,,2,"749 N Bucknell St, Philadelphia, PA, 19130"
1,2250,"Loonstyn Properties, Inc.  (215) 870-7768",3,"1607 Wallace St APT 1, Philadelphia, PA, 19130"
1,2250,,3,"887 N 22nd St, Philadelphia, PA, 19130"
1,2200,"Citi Properties, LLC  (215) 550-3847",3,"1611 Ogden Street Unit B FL 1ST, Philadelphia, PA, 19130"
1,2200,"Rust Real Estate, LLC  (215) 908-8277",3,"830 N 16th St, Philadelphia, PA, 19130"
1,2200,OCF Realty  (215) 735-7368,4,"2622 Poplar St # 1, Philadelphia, PA, 19130"
1,2200,BMG Philadelphia  (267) 244-7215,3,"810 N Burns St # 1, Philadelphia, PA, 19130"
1,2100,(215) 232-4926,3,"2217 Mount Vernon St, Philadelphia, PA, 19130"
1,2100,,2,"1912 Spring Garden St # 5, Philadelphia, PA, 19130"
1,2100,Prudential Fox & Roach  (215) 450-1113,1,"2401 Pennsylvania Ave APT 20A9, Philadelphia, PA, 19130"
1,2095,JG Real Estate  (215) 467-4100,2,"844 846 N 29th St # 120, Philadelphia, PA, 19130"
1,2050,The Philly Apartment Company  (215) 495-0070,2,"1923 North St, Philadelphia, PA, 19130"
1,2000,The Philly Apartment Company  (215) 495-0070,3,"882 N 23rd St # 2, Philadelphia, PA, 19130"
1,2000,(267) 693-5416,2,"563 N 20th St FL 2ND, Philadelphia, PA, 19130"
1,2000,(267) 968-4977,3,"719 N 19th St, PHILADELPHIA, PA, 19130"
1,2050,(610) 314-9621,2,"N Croskey St, Philadelphia, PA, 19130"
1,2000,The Philly Apartment Company  (215) 495-0070,2,"1436 Poplar St #C, Philadelphia, PA, 19130"
1,2000,(215) 668-5166,3,"2014 Ogden St # B, Philadelphia, PA, 19130"
1,1995,The Regis Group  (215) 630-4840,2,"1508 Brandywine St APT 205, Philadelphia, PA, 19130"
1,2000,NG Property Group  (267) 536-5342,4,"2002 Fairmount Ave, Philadelphia, PA, 19130"
1,1995,Maxwell Realty  (215) 620-0099,2,"1918 Spring Garden St APT 1R, Philadelphia, PA, 19130"
1,1950,TCS Management  (215) 431-5652,2,"703 5 N 18th St # A, Philadelphia, PA, 19130"
1,1975,JBMP Group  (267) 797-2175,2,"1628 Poplar St # 2, Philadelphia, PA, 19130"
1,1950,(267) 269-7022,2,"W Girard Ave, Philadelphia, PA, 19130"
1,1925,(215) 432-2626,1,"559 N 20th St # 5, Philadelphia, PA, 19130"
1,1900,(610) 517-2182,2,"1802 Green St APT 2, Philadelphia, PA, 19130"
1,1900,The Philly Apartment Company  (215) 495-0070,2,"2810 Poplar St # B, Philadelphia, PA, 19130"
1,850,(215) 667-9464,1,"514 Tasker St # 3, Philadelphia, PA, 19148"
1,1975,(215) 817-5555,1,"559 N 16th St APT 1, Philadelphia, PA, 19130"
1,1100,DJCRE  (215) 271-7070,1,"2312 S 11th St FL 1ST, Philadelphia, PA, 19148"
1,2700,Keller Williams Center City  (484) 430-1632,3,"815 N 29th St, Philadelphia, PA, 19130"
1,1900,Coldwell Banker Welker Real Estate  (215) 235-7800,4,"2705 Poplar St, Philadelphia, PA, 19130"
1,1900,,2,"2002 Mount Vernon St # 3, Philadelphia, PA, 19130"
1,1900,(215) 805-0837,3,"2219 Ogden St, Philadelphia, PA, 19130"
1,1895,Property Management Group DBA PMG Realty  (215) 545-7007,2,"1740-42 Green St # 16, Phila, PA, 19130"
1,1900,(215) 416-1823,3,"711 N 19th St, PHILADELPHIA, PA, 19130"
1,1885,JG Real Estate  (215) 467-4100,2,"824 N Judson St, Philadelphia, PA, 19130"
1,1895,(215) 327-1552,2,"1918 Spring Garden St # A, Philadelphia, PA, 19130"
1,1875,RE/MAX Home Experts - PAul Mullin  (215) 901-3093,2,"886 N Taylor St, Philadelphia, PA, 19130"
1,1850,Property Management Group DBA PMG Realty  (215) 545-7007,2,"1720 Wallace St APT 202, Philadelphia, PA, 19130"
1,1850,Coldwell Banker Preferred Realtors  (215) 627-3500,2,"1702 Wallace St # 2, Philadelphia, PA, 19130"
1,1850,Allegiance Real Estate LLC  (215) 235-5015,3,"834 N 25th St, Philadelphia, PA, 19130"
1,1850,,1,"1833 Fairmount Ave, Philadelphia, PA, 19130"
1,1850,Berkshire Hathaway  (215) 542-1770,1,"828 N 21st St, Philadelphia, PA, 19130"
1,1850,Exit Benchmark Realty  (610) 529-1598,3,"824 N Capitol St, Philadelphia, PA, 19130"
1,1850,The Philly Apartment Company  (215) 495-0070,2,"1436 Poplar St # A, Philadelphia, PA, 19130"
1,1850,"Rust Real Estate, LLC  (215) 908-8277",3,"1605 Parrish St, Philadelphia, PA, 19130"
1,1850,Philly PMG  (215) 391-5172,2,"821 N 26th St APT 1, Philadelphia, PA, 19130"
1,1825,Property Management Group DBA PMG Realty  (215) 545-7007,3,"859 N Ringgold St, Philadelphia, PA, 19130"
1,1800,"Loonstyn Properties, Inc.  (215) 870-7768",2,"1609 Wallace St APT 2F, Philadelphia, PA, 19130"
1,1800,Kurfiss Sotheby's Internationa  (267) 907-2590,1,"2201-5 Green St # 2W, Philadelphia, PA, 19130"
1,1800,BMG Philadelphia  (267) 244-7215,2,"1742 Wylie St, Philadelphia, PA, 19130"
1,1800,(267) 902-9940,3,"882 N 23rd St, Philadelphia, PA, 19130"
1,1795,OCF Realty  (215) 735-7368,2,"872 N Taney St, Philadelphia, PA, 19130"
1,1795,BHHS FOX ROACH  (215) 704-4000,2,"838 N Newkirk St APT D2, Philadelphia, PA, 19130"
1,1750,"TGT Properties, LLC  (215) 550-3847",2,"914 N 19th St # 2, Philadelphia, PA, 19130"
1,1725,Coldwell Banker Welker Real Estate  (215) 235-7800,3,"1531 Poplar St, Philadelphia, PA, 19130"
1,1725,Aarch Realty LLC  (610) 715-4803,2,"1914 Fairmount Ave APT 2R, Philadelphia, PA, 19130"
1,1700,(215) 880-7777,2,"1700 W Girard Ave # 2, Philadelphia, PA, 19130"
1,1700,"MM Partners, LLC  (267) 519-0895",2,"2617 W Girard Ave # 7096561, Philadelphia, PA, 19130"
1,1725,"Rust Real Estate, LLC  (215) 908-8277",2,"1441 Brown St # 2, Philadelphia, PA, 19130"
1,1725,,2,"835 N Capitol St, Philadelphia, PA, 19130"
1,1698,Posted by: Register Signs  (267) 422-2895,3,"38XX Hamilton St, Philadelphia, PA, 19130"
1,1695,OCF Realty  (215) 735-7368,1,"1427 Melon St # 302, Philadelphia, PA, 19130"
1,1685,SellYourHomeServices.com  (877) 893-6566,2,"2324 Parrish St, Philadelphia, PA, 19130"
1,1650,Foremost Locations  (267) 992-4495,2,"2215 Green St APT A1, Philadelphia, PA, 19130"
1,1680,,1,"N 29th St, Philadelphia, PA, 19130"
1,1650,"Loonstyn Properties, Inc.  (215) 870-7768",2,"1730 Mount Vernon St APT 1R, Philadelphia, PA, 19130"
1,1650,OCF Realty  (856) 347-0434,1,"1712 Wallace St APT 301, Philadelphia, PA, 19130"
1,1650,(215) 429-0924,2,"1616 Mount Vernon St # 1, Philadelphia, PA, 19130"
1,1650,BHHS Fox & Roach-Center City W  (215) 627-6005,2,"2000 Spring Garden St APT 2R, Philadelphia, PA, 19130"
1,1600,"Berkshire Hathaway Homes Services, BHHS  (215) 512-4061",2,"625 N 16th St # 2F, Philadelphia, PA, 19130"
