Address,Number_of_Bedrooms,ZipCode,PhoneNumber,Rent,Number_of_Active_Listing,ContactInfo,Email,Info_of_Days_Vacant
"1524 N 2nd St UNIT 2, Philadelphia, PA, 19122",2,19122,(215) 852-2040,1950,1,BHHS- Fox & Roach  (215) 852-2040,todor.dev000@gmail.com,26 days ago
"1305 N 6th St, Philadelphia, PA, 19122",2,19122,(215) 495-0070,1900,1,The Philly Apartment Company  (215) 495-0070,todor.dev000@gmail.com,216 days ago
"1513 N Mascher St, Philadelphia, PA, 19122",3,19122,(717) 903-2166,3400,1,(717) 903-2166,todor.dev000@gmail.com,12 days ago
"1620-24 Cecil B Moore Ave # 001, Philadelphia, PA, 19121",0,19121,(267) 476-0776,1125,1,Homeline Real Estate Inc  (267) 476-0776,todor.dev000@gmail.com,6 days ago
"639 W Oxford St, Philadelphia, PA, 19122",2,19122,(215) 519-1639,1995,1,(215) 519-1639,todor.dev000@gmail.com,23 days ago
"1417 N 7th St, Philadelphia, PA, 19122",2,19122,(267) 934-5458,1895,1,The Earnest Key Team @ City Wide-KW Philadelphia  (267) 934-5458,todor.dev000@gmail.com,37 days ago
"1419 N 7th St APT 1, Philadelphia, PA, 19122",2,19122,(215) 519-1639,1895,1,(215) 519-1639,todor.dev000@gmail.com,35 days ago
"1947 N Hancock St, Philadelphia, PA, 19122",3,19122,(267) 495-9134,1900,1,RE/MAX Affiliates  (267) 495-9134,todor.dev000@gmail.com,131 days ago
"1238 N 5th St # 1R, Philadelphia, PA, 19122",3,19122,(215) 725-7888,1900,1,HK99 Realty LLC  (215) 725-7888,todor.dev000@gmail.com,180 days ago
"1421 N 7th St APT 3, Philadelphia, PA, 19122",2,19122,(215) 519-1639,1895,1,(215) 519-1639,todor.dev000@gmail.com,34 days ago
"1441 N 7th St # 3, Philadelphia, PA, 19122",2,19122,(267) 884-5045,1895,1,1995  (267) 884-5045,todor.dev000@gmail.com,41 days ago
"1764 N Hope St # 2C, Philadelphia, PA, 19122",2,19122,(215) 467-4100,1800,1,JG Real Estate  (215) 467-4100,todor.dev000@gmail.com,98 days ago
"2017 N Front St APT 209, Philadelphia, PA, 19122",1,19122,(267) 551-1215,1800,1,TierView Property Management  (267) 551-1215,todor.dev000@gmail.com,2 days ago
"1215 N Randolph St # 3, Philadelphia, PA, 19122",1,19122,(215) 625-3650,1800,1,Space & Company  (215) 625-3650,todor.dev000@gmail.com,46 days ago
"2340 N Cleveland St, Philadelphia, PA, 19132",0,19132,,15000,1,,todor.dev000@gmail.com,13 days ago
"2223 N Park Ave, Philadelphia, PA, 19132",6,19132,(215) 433-5135,3000,1,(215) 433-5135,todor.dev000@gmail.com,42 days ago
"2207 N 16th St # B, Philadelphia, PA, 19132",5,19132,(267) 797-2175,2625,1,JBMP Group  (267) 797-2175,todor.dev000@gmail.com,132 days ago
"2336 N Park Ave # 2, Philadelphia, PA, 19132",6,19132,(609) 315-4894,3150,1,Coldwell Banker Preferred  (609) 315-4894,todor.dev000@gmail.com,199 days ago
"2228 N Carlisle St, Philadelphia, PA, 19132",5,19132,(267) 797-2175,2500,1,JBMP Group  (267) 797-2175,todor.dev000@gmail.com,29 days ago
"2265 N Park Ave, Philadelphia, PA, 19132",5,19132,(215) 354-0404,2495,1,Onyx Management Group  (215) 354-0404,todor.dev000@gmail.com,100 days ago
"2236 N Carlisle St, Philadelphia, PA, 19132",4,19132,(267) 797-2175,2300,1,JBMP Group  (267) 797-2175,todor.dev000@gmail.com,25 days ago
"2238 N Park Ave APT 1, Philadelphia, PA, 19132",4,19132,(267) 797-2175,2200,1,JBMP Group  (267) 797-2175,todor.dev000@gmail.com,25 days ago
"2231 N Park Ave # 2, Philadelphia, PA, 19132",4,19132,(267) 797-2175,2125,1,JBMP Group  (267) 797-2175,todor.dev000@gmail.com,25 days ago
"2230 N Park Ave, Philadelphia, PA, 19132",8,19132,(401) 744-2741,4950,1,(401) 744-2741,todor.dev000@gmail.com,4 days ago
"1904 Cecil B Moore Ave # MULTIPLE, Philadelphia, PA, 19121",0,19121,(267) 544-7368,775,1,(267) 544-7368,todor.dev000@gmail.com,9 days ago
"1202 Germantown Ave FL 3RD, Philadelphia, PA, 19122",2,19122,(215) 236-2363,1775,1,(215) 236-2363,todor.dev000@gmail.com,5 days ago
"1802 N 5th St # 3, Philadelphia, PA, 19122",2,19122,(215) 235-5015,1750,1,Allegiance Real Estate LLC  (215) 235-5015,todor.dev000@gmail.com,125 days ago
"1816 N Front St APT B, Philadelphia, PA, 19122",2,19122,(215) 287-4123,1700,1,Parliament Real Estate Partners  (215) 287-4123,todor.dev000@gmail.com,68 days ago
"742 W Master St # 1, Philadelphia, PA, 19122",0,19122,(215) 709-4141,1700,1,Keller Williams Philly  (215) 709-4141,todor.dev000@gmail.com,41 days ago
"176 Cecil B Moore Ave # 2, Philadelphia, PA, 19122",2,19122,(267) 225-7330,1655,1,(267) 225-7330,todor.dev000@gmail.com,13 days ago
"1500 N 6th St FL 2, Philadelphia, PA, 19122",2,19122,(215) 821-5839,1650,1,LeaseRunner  (215) 821-5839,todor.dev000@gmail.com,132 days ago
"1403 N 7th St # 2F, Philadelphia, PA, 19122",1,19122,(267) 884-5045,1620,1,1995  (267) 884-5045,todor.dev000@gmail.com,174 days ago
"1513 N Franklin St # 2, Philadelphia, PA, 19122",2,19122,(215) 709-4141,1625,1,Keller Williams Philly  (215) 709-4141,todor.dev000@gmail.com,149 days ago
"320 Cecil B Moore Ave APT 1, Philadelphia, PA, 19122",2,19122,(267) 968-8600,1575,1,Keller Williams Philly  (267) 968-8600,todor.dev000@gmail.com,169 days ago
"1700 N 5th St, Philadelphia, PA, 19122",0,19122,(215) 495-0070,1550,1,The Philly Apartment Company  (215) 495-0070,todor.dev000@gmail.com,13 days ago
"3400 W Commissioner St, Phila, PA, 19132",2,19132,(267) 716-0107,1595,1,(267) 716-0107,todor.dev000@gmail.com,289 days ago
"3402 W Commissioner St, Philadelphia, PA, 19132",2,19132,(267) 716-0107,1545,1,(267) 716-0107,todor.dev000@gmail.com,52 days ago
"1904 Cecil B Moore Ave # STUDIO1, Philadelphia, PA, 19121",0,19121,(267) 544-7368,700,1,(267) 544-7368,todor.dev000@gmail.com,39 days ago
"2058 Ridge Avenue # Second Floor, Philadelphia, PA, 19121",0,19121,(215) 820-2774,700,1,(215) 820-2774,todor.dev000@gmail.com,34 days ago
"1814 W Diamond St # 1F, Philadelphia, PA, 19121",0,19121,(267) 279-9777,650,1,"Ikos Holdings, Inc.  (267) 279-9777",todor.dev000@gmail.com,28 days ago
"1700-04 N 5th St # 1700, Philadelphia, PA, 19122",0,19122,(215) 426-8130,1550,1,"Lasdon Management, Inc.  (215) 426-8130",todor.dev000@gmail.com,631 days ago
"1337 N Marshall St # 1, Philadelphia, PA, 19122",2,19122,(828) 705-6453,1550,1,(828) 705-6453,todor.dev000@gmail.com,191 days ago
"1200 Germantown Ave FL 2ND, Philadelphia, PA, 19122",1,19122,(215) 236-2363,1550,1,(215) 236-2363,todor.dev000@gmail.com,6 days ago
"1232 N 5th St APT 1, Philadelphia, PA, 19122",1,19122,(609) 602-5762,1500,1,KW Philly South  (609) 602-5762,todor.dev000@gmail.com,9 days ago
"1706-10 N 2nd St # 70, Philadelphia, PA, 19122",1,19122,(646) 734-9885,1450,1,Fishtown Real Estate LLC  (646) 734-9885,todor.dev000@gmail.com,42 days ago
"190 W Berks St APT 9, Philadelphia, PA, 19122",1,19122,(646) 734-9885,1400,1,Fishtown Real Estate LLC  (646) 734-9885,todor.dev000@gmail.com,42 days ago
"1702 N 2nd St # 1FL, Philadelphia, PA, 19122",1,19122,(267) 797-2175,1350,1,JBMP Group  (267) 797-2175,todor.dev000@gmail.com,30 days ago
"1419 W Allegheny Ave, Philadelphia, PA, 19132",0,19132,(215) 495-0070,1100,1,The Philly Apartment Company  (215) 495-0070,todor.dev000@gmail.com,43 days ago
"2619 N 4th St, Philadelphia, PA, 19133",5,19133,,15550,1,,todor.dev000@gmail.com,33 days ago
"2200 N Camac St # 2, Philadelphia, PA, 19133",5,19133,(267) 243-1352,2750,1,Philly Properties Group  (267) 243-1352,todor.dev000@gmail.com,30 days ago
"2235 N Camac St # 2, Philadelphia, PA, 19133",6,19133,(267) 797-2175,2800,1,JBMP Group  (267) 797-2175,todor.dev000@gmail.com,147 days ago
"1101 Locust St # 10C, Philadelphia, PA, 19107",3,19107,,10200,1,,todor.dev000@gmail.com,8 days ago
"1118 Spruce St APT 3F, Philadelphia, PA, 19107",4,19107,(215) 563-5880,3800,1,Greenzang Properties  (215) 563-5880,todor.dev000@gmail.com,21 days ago
"1322 Pine St # 1, Philadelphia, PA, 19107",3,19107,(215) 495-0070,3800,1,The Philly Apartment Company  (215) 495-0070,todor.dev000@gmail.com,15 days ago
"211 S Quince St, Philadelphia, PA, 19107",3,19107,(215) 718-4932,3500,1,(215) 718-4932,todor.dev000@gmail.com,6 days ago
"217 N 11th St APT 202B, Philadelphia, PA, 19107",2,19107,(215) 917-7763,3550,1,(215) 917-7763,todor.dev000@gmail.com,383 days ago
"1338-48 Chestnut St # 2, Philadelphia, PA, 19107",2,19107,(215) 644-9838,3500,1,Very Real Estate  (215) 644-9838,todor.dev000@gmail.com,140 days ago
"1214 Chestnut St APT 3, Philadelphia, PA, 19107",2,19107,(856) 278-1003,3100,1,Mira Properties  (856) 278-1003,todor.dev000@gmail.com,72 days ago
"S 13th St, Philadelphia, PA, 19107",3,19107,(610) 529-3832,2988,1,(610) 529-3832,todor.dev000@gmail.com,71 days ago
"924 Spruce St APT 301, Philadelphia, PA, 19107",2,19107,(215) 485-8946,2950,1,Berkshire Hathaway Fox & Roach   (215) 485-8946,todor.dev000@gmail.com,100 days ago
"1019 Pine St # 2F, Philadelphia, PA, 19107",4,19107,(215) 432-8049,2900,1,Pine Realty  (215) 432-8049,todor.dev000@gmail.com,12 days ago
"311 N 12th St, Philadelphia, PA, 19107",2,19107,(215) 205-4292,2755,1,(215) 205-4292,todor.dev000@gmail.com,74 days ago
"320 N 12th St, Philadelphia, PA, 19107",2,19107,(267) 689-8262,2755,1,(267) 689-8262,todor.dev000@gmail.com,82 days ago
"305 S 11th St # 11, Philadelphia, PA, 19107",2,19107,(215) 901-1220,2700,1,LYL Realty Group  (215) 901-1220,todor.dev000@gmail.com,28 days ago
"1105 Walnut St, Philadelphia, PA, 19107",3,19107,,2800,1,,todor.dev000@gmail.com,126 days ago
"1218 Spruce St # 3R, Philadelphia, PA, 19107",3,19107,(215) 495-0070,2550,1,The Philly Apartment Company  (215) 495-0070,todor.dev000@gmail.com,21 days ago
"1013 Spruce St # 1, Philadelphia, PA, 19107",3,19107,(267) 884-5045,2550,1,1995  (267) 884-5045,todor.dev000@gmail.com,164 days ago
"Irving St, Philadelphia, PA, 19107",2,19107,,2500,1,,todor.dev000@gmail.com,13 days ago
"1014 Spruce St APT 3-3, Philadelphia, PA, 19107",2,19107,(267) 702-4139,2550,1,(267) 702-4139,todor.dev000@gmail.com,12 days ago
"1228 Arch St, Philadelphia, PA, 19107",2,19107,(215) 495-0070,2500,1,The Philly Apartment Company  (215) 495-0070,todor.dev000@gmail.com,8 days ago
"1206 Walnut St APT 2, Philadelphia, PA, 19107",2,19107,(215) 383-1439,2500,1,TCS Management LLC  (215) 383-1439,todor.dev000@gmail.com,6 days ago
"301 S 11th St # 40, Philadelphia, PA, 19107",2,19107,(856) 952-0275,2450,1,Maxwell Realty Co Inc.  (856) 952-0275,todor.dev000@gmail.com,2 days ago
"301 S 11th St UNIT 401, Philadelphia, PA, 19107",2,19107,(215) 327-1552,2450,1,(215) 327-1552,todor.dev000@gmail.com,49 days ago
"1201 Spruce St, Philadelphia, PA, 19107",2,19107,(215) 920-0200,2245,1,Odin Properties  (215) 920-0200,todor.dev000@gmail.com,55 days ago
"325 S 12th St APT 200, Philadelphia, PA, 19107",3,19107,(267) 281-8977,2100,1,325 South 12th Street LLC  (267) 281-8977,todor.dev000@gmail.com,16 days ago
"1016 Spruce St, Philadelphia, PA, 19107",1,19107,,2500,1,,todor.dev000@gmail.com,56 days ago
"324 S Juniper St, Philadelphia, PA, 19107",1,19107,,2195,1,,todor.dev000@gmail.com,11 days ago
"322 S 12th St FL 3RD, Philadelphia, PA, 19107",3,19107,(215) 413-0388,2095,1,S & S Properties  (215) 413-0388,todor.dev000@gmail.com,293 days ago
"1028 Spruce St APT 7, Philadelphia, PA, 19107",2,19107,(215) 383-1439,2031,1,TCS Management LLC  (215) 383-1439,todor.dev000@gmail.com,23 days ago
"1209 Spruce St # 3F, Philadelphia, PA, 19107",2,19107,(215) 900-3607,2000,1,VUE Real Estate Group  (215) 900-3607,todor.dev000@gmail.com,22 days ago
"1220 Sansom St # 79JQFXB0K, Philadelphia, PA, 19107",2,19107,,1995,1,,todor.dev000@gmail.com,76 days ago
"1027 31 Arch St # 708, Philadelphia, PA, 19107",2,19107,(267) 767-5158,2100,1,Orens Bros. Real Estate Inc  (267) 767-5158,todor.dev000@gmail.com,54 days ago
"Chestnut St, Philadelphia, PA, 19107",2,19107,(215) 779-1776,1890,1,(215) 779-1776,todor.dev000@gmail.com,65 days ago
"265 S 9th St APT 2F, Philadelphia, PA, 19107",2,19107,,1950,1,,todor.dev000@gmail.com,23 days ago
"1122 Spruce St APT 2A, Philadelphia, PA, 19107",1,19107,(215) 888-0414,1930,1,Renzi Properties  (215) 888-0414,todor.dev000@gmail.com,15 days ago
"300 S 11th St # 4B, Philadelphia, PA, 19107",1,19107,(215) 327-1552,1850,1,MRC Inc  (215) 327-1552,todor.dev000@gmail.com,90 days ago
"1022 Spruce St FL 3RD, Philadelphia, PA, 19107",1,19107,,1800,1,,todor.dev000@gmail.com,11 hours ago
"151 N 9th St # 4, Philadelphia, PA, 19107",2,19107,(215) 290-2628,1800,1,(215) 290-2628,todor.dev000@gmail.com,8 days ago
"1133 Pine St APT 2R, Philadelphia, PA, 19107",2,19107,(215) 495-0070,1800,1,The Philly Apartment Company  (215) 495-0070,todor.dev000@gmail.com,21 days ago
"815 Sansom St # 301, Philadelphia, PA, 19107",1,19107,(215) 779-1776,1890,1,(215) 779-1776,todor.dev000@gmail.com,114 days ago
"1223 Spruce St # 5, Philadelphia, PA, 19107",2,19107,(215) 327-1552,1795,1,(215) 327-1552,todor.dev000@gmail.com,99 days ago
"1003 Spruce St APT 2F, Philadelphia, PA, 19107",2,19107,(215) 703-2889,1795,1,Centra Associates  (215) 703-2889,todor.dev000@gmail.com,61 days ago
"1326-42 Spruce St # 1108, Philadelphia, PA, 19107",1,19107,(856) 366-0224,1750,1,Kurfiss Sotheby's International Realty  (856) 366-0224,todor.dev000@gmail.com,131 days ago
"Race St, PHILADELPHIA, PA, 19107",2,19107,(267) 318-8877,1750,1,(267) 318-8877,todor.dev000@gmail.com,197 days ago
"1105 Spruce St APT 3F, Philadelphia, PA, 19107",1,19107,(267) 571-9239,1795,1,Adler/Myers Real Estate  (267) 571-9239,todor.dev000@gmail.com,1 day ago
"131 S 13th St APT 4R, Philadelphia, PA, 19107",1,19107,(215) 545-1500,1695,1,Allan Domb Real Estate  (215) 545-1500,todor.dev000@gmail.com,14 days ago
"1031 Spring St, Philadelphia, PA, 19107",2,19107,(215) 432-1152,1750,1,PBRG  (215) 432-1152,todor.dev000@gmail.com,139 days ago
"211 S Jessup St # A, Philadelphia, PA, 19107",1,19107,,1675,1,,todor.dev000@gmail.com,26 days ago
"1100 Winter St # 211, Philadelphia, PA, 19107",1,19107,(267) 279-9777,1650,1,"Ikos Holdings, Inc.  (267) 279-9777",todor.dev000@gmail.com,131 days ago
"3016 E Thompson St # ONLY, Philadelphia, PA, 19134",0,19134,(917) 627-9982,3500,1,Fishtown Real Estate  (917) 627-9982,todor.dev000@gmail.com,16 days ago
"153 N 9th St # K34HEWXKW, Philadelphia, PA, 19107",2,19107,(267) 471-5329,1750,1,(267) 471-5329,todor.dev000@gmail.com,20 days ago
"2709 E Ann St, Philadelphia, PA, 19134",3,19134,(215) 731-4116,2300,1,"Berkshire Hathaway, Fox & Roach  (215) 731-4116",todor.dev000@gmail.com,46 days ago
"802 Walnut St # 403, Philadelphia, PA, 19107",1,19107,(609) 658-7624,1650,1,(609) 658-7624,todor.dev000@gmail.com,9 days ago
"3450 J St # 111, Philadelphia, PA, 19134",1,19134,(215) 814-0340,1500,1,(215) 814-0340,todor.dev000@gmail.com,52 days ago
"3421 Richmond St APT 206, Philadelphia, PA, 19134",1,19134,(646) 734-9885,1350,1,Fishtown Real Estate LLC  (646) 734-9885,todor.dev000@gmail.com,1 day ago
"1223 Spruce St, Philadelphia, PA, 19107",2,19107,(215) 327-1552,1795,1,(215) 327-1552,todor.dev000@gmail.com,128 days ago
"Chestnut St, Philadelphia, PA, 19107",2,19107,,2000,1,,todor.dev000@gmail.com,163 days ago
"817 Sansom St # 3B, Philadelphia, PA, 19107",1,19107,(215) 779-1776,1640,1,(215) 779-1776,todor.dev000@gmail.com,16 days ago
"1300 Pine St APT 4F, Philadelphia, PA, 19107",1,19107,(267) 571-9239,1625,1,Adler/Myers Real Estate  (267) 571-9239,todor.dev000@gmail.com,8 days ago
"255 S 10th St, PHILADELPHIA, PA, 19107",2,19107,(215) 495-0070,1600,1,The Philly Apartment Company  (215) 495-0070,todor.dev000@gmail.com,21 days ago
"314 N 12th St APT 503, Philadelphia, PA, 19107",1,19107,(717) 383-9690,1600,1,(717) 383-9690,todor.dev000@gmail.com,26 days ago
"1310 Spruce St APT 202, Philadelphia, PA, 19107",1,19107,(215) 735-7368,1600,1,OCF Realty  (215) 735-7368,todor.dev000@gmail.com,68 days ago
"333 S 12th St APT 1R, Philadelphia, PA, 19107",2,19107,(484) 393-4361,1565,1,Rooster Realty Group  (484) 393-4361,todor.dev000@gmail.com,176 days ago
"926-928 Race St # 5B, Philadelphia, PA, 19107",2,19107,(215) 888-8558,1550,1,Century 21  (215) 888-8558,todor.dev000@gmail.com,70 days ago
"926-28 Race St # 5B, Philadelphia, PA, 19107",2,19107,(215) 218-0939,1550,1,Century 21  (215) 218-0939,todor.dev000@gmail.com,11 days ago
"1001-13 Chestnut St # 605E, Philadelphia, PA, 19107",1,19107,(215) 620-0099,1535,1,Maxwell Realty  (215) 620-0099,todor.dev000@gmail.com,68 days ago
"122 S 8th St # 69232, Philadelphia, PA, 19107",0,19107,(215) 886-2000,1525,1,The Galman Group  (215) 886-2000,todor.dev000@gmail.com,258 days ago
"1324 Locust St LBBY 2, Philadelphia, PA, 19107",1,19107,(267) 281-8933,1500,1,Keller Williams Philadelphia - The Condo Shop   (267) 281-8933,todor.dev000@gmail.com,66 days ago
"815 Arch St # 518, Philadelphia, PA, 19107",1,19107,(856) 952-0275,1500,1,Maxwell Realty Co Inc.  (856) 952-0275,todor.dev000@gmail.com,38 days ago
"818 Chestnut St APT 403, Philadelphia, PA, 19107",1,19107,(215) 779-1776,1540,1,(215) 779-1776,todor.dev000@gmail.com,16 days ago
"1011 Pine St # B, Philadelphia, PA, 19107",1,19107,(215) 564-7656,1500,1,Solo Real Estate  (215) 564-7656,todor.dev000@gmail.com,23 days ago
"1001-13 Chestnut Street #201E, Philadelphia, PA, 19107",1,19107,(215) 620-0099,1495,1,Maxwell Realty  (215) 620-0099,todor.dev000@gmail.com,14 days ago
"1100 Spruce St # 1499357, Philadelphia, PA, 19107",1,19107,,1470,1,,todor.dev000@gmail.com,2 days ago
"1327 Spruce St APT 9C, Philadelphia, PA, 19107",1,19107,(267) 307-4197,1450,1,(267) 307-4197,todor.dev000@gmail.com,7 days ago
"1220 Walnut St # 2R, Philadelphia, PA, 19107",1,19107,(215) 582-5888,1400,1,HK99 Realty  (215) 582-5888,todor.dev000@gmail.com,11 days ago
"1010 Race St APT 2I, Philadelphia, PA, 19107",1,19107,(215) 266-5557,1400,1,RE/MAX ONE Realty  (215) 266-5557,todor.dev000@gmail.com,9 days ago
"1021 Pine St APT C, Philadelphia, PA, 19107",1,19107,(215) 825-2509,1400,1,"N Property Group, Inc  (215) 825-2509",todor.dev000@gmail.com,14 days ago
"1324 Locust St APT 1225, Philadelphia, PA, 19107",1,19107,(215) 387-1002,1625,1,"New Age Realty Group, Inc.  (215) 387-1002",todor.dev000@gmail.com,9 hours ago
"1208 Lantern Sq # C, Philadelphia, PA, 19107",1,19107,(215) 635-1121,1390,1,(215) 635-1121,todor.dev000@gmail.com,34 days ago
"1126 Spruce St APT 8, Philadelphia, PA, 19107",1,19107,(215) 888-0414,1360,1,Renzi Properties  (215) 888-0414,todor.dev000@gmail.com,16 days ago
"141 S 13th St # 304, Philadelphia, PA, 19107",1,19107,(215) 327-1552,1355,1,MRC Inc  (215) 327-1552,todor.dev000@gmail.com,181 days ago
"319-21 S 13th St # 213F, Phila, PA, 19107",1,19107,(215) 545-7007,1395,1,Property Management Group DBA PMG Realty  (215) 545-7007,todor.dev000@gmail.com,6 days ago
"145 S 13th St # 1499085, Philadelphia, PA, 19107",1,19107,,1350,1,,todor.dev000@gmail.com,2 days ago
"1131 Spruce St APT 1F, Phila, PA, 19107",1,19107,(215) 925-1204,1300,1,La Gioconda Company  (215) 925-1204,todor.dev000@gmail.com,75 days ago
"Spruce St, Philadelphia, PA, 19107",1,19107,(732) 688-5154,1300,1,William Penn Realty Group  (732) 688-5154,todor.dev000@gmail.com,6 hours ago
"1213 Locust St APT 2F, Philadelphia, PA, 19107",1,19107,(215) 763-6300,1295,1,PMG Realty  (215) 763-6300,todor.dev000@gmail.com,28 days ago
"832 Pine St APT 2A, Philadelphia, PA, 19107",1,19107,(215) 888-0414,1320,1,Renzi Properties  (215) 888-0414,todor.dev000@gmail.com,10 days ago
"1136 Pine St # 403, Philadelphia, PA, 19107",1,19107,(267) 716-9164,1295,1,www.turbotenant.com  (267) 716-9164,todor.dev000@gmail.com,138 days ago
"1640 S Broad St, Philadelphia, PA, 19145",7,19145,(267) 323-5228,3300,1,(267) 323-5228,todor.dev000@gmail.com,211 days ago
"1631 S 22nd St, Philadelphia, PA, 19145",4,19145,,3000,1,,todor.dev000@gmail.com,98 days ago
"1934 Forrestal St, Philadelphia, PA, 19145",3,19145,(215) 510-6084,3200,1,(215) 510-6084,todor.dev000@gmail.com,930 days ago
"2853 S Sydenham St, Philadelphia, PA, 19145",3,19145,(215) 495-0070,2100,1,The Philly Apartment Company  (215) 495-0070,todor.dev000@gmail.com,12 hours ago
"1538 Mckean St, Philadelphia, PA, 19145",3,19145,(215) 327-3156,2199,1,REMAX Home Experts  (215) 327-3156,todor.dev000@gmail.com,88 days ago
"1934 Fernon St, Philadelphia, PA, 19145",3,19145,(570) 780-0016,2400,1,(570) 780-0016,todor.dev000@gmail.com,40 days ago
"2853 S Sydenham St # 3BDR, Philadelphia, PA, 19145",3,19145,(215) 495-0070,2100,1,The Philly Apartment Company  (215) 495-0070,todor.dev000@gmail.com,146 days ago
"931 Spruce St APT C, Philadelphia, PA, 19107",1,19107,(215) 703-2889,1395,1,Centra Associates  (215) 703-2889,todor.dev000@gmail.com,5 days ago
"S Bouvier St, PHILADELPHIA, PA, 19145",3,19145,,2050,1,,todor.dev000@gmail.com,101 days ago
