Number_of_Active_Listing,Rent,ContactInfo,Number_of_Bedrooms,Address
1,1250,,1,"Pine St, Philadelphia, PA, 19103"
1,1250,(732) 688-5154,1,"335 S 18th St # 1, Philadelphia, PA, 19103"
1,1250,(732) 688-5154,1,"313 S 18th St # 2, Philadelphia, PA, 19103"
1,1300,(215) 288-4519,1,"311 S 22nd St APT 4, Philadelphia, PA, 19103"
1,1250,WILLIAM PENN REALTY  (267) 307-4197,1,"313 S 18th St APT 2R, Philadelphia, PA, 19103"
1,1550,Allegiance Real Estate LLC  (215) 235-5015,2,"2038 Spring Garden St # 5, Philadelphia, PA, 19130"
1,1525,(609) 233-8888,2,"2518 Poplar St, Philadelphia, PA, 19130"
1,1525,,1,"1712 Wallace St APT 101, Philadelphia, PA, 19130"
1,1475,(215) 644-9130,1,"1711 Fairmount Ave # 4, Philadelphia, PA, 19130"
1,1450,"Loonstyn Properties, Inc.  (215) 870-7768",1,"2103 Spring Garden St APT 1F, Philadelphia, PA, 19130"
1,1450,"Loonstyn Properties, Inc.  (215) 870-7768",1,"2103 Spring Garden St APT 1R, Philadelphia, PA, 19130"
1,1450,JG Real Estate  (267) 242-4825,1,"1511 Brown St UNIT 2, Philadelphia, PA, 19130"
1,1450,TCS Management LLC  (215) 383-1439,1,"554 N 16th St # 2, Philadelphia, PA, 19130"
1,1450,,1,"2213 Green St APT A5, Philadelphia, PA, 19130"
1,1400,(215) 407-0753,1,"2601 Pennsylvania Ave, Philadelphia, PA, 19130"
1,1400,,1,"2211 Wallace St, Philadelphia, PA, 19130"
1,1400,Allegiance Real Estate LLC  (215) 235-5015,1,"1802 Callowhill St # 2, Philadelphia, PA, 19130"
1,1400,,1,"865 Corinthian Ave, Philadelphia, PA, 19130"
1,1395,Property Management Group DBA PMG Realty  (215) 763-6300,1,"1619 Green Street 1r 1619 Green St # 7089937, Phila, PA, 19130"
1,1400,"New Age Realty Group, Inc.  (215) 387-1002",1,"1507 Green St APT 1R, Philadelphia, PA, 19130"
1,1375,Keller Williams Philly  (267) 713-9616,1,"2816 Poplar St APT 2, Philadelphia, PA, 19130"
1,1350,Philly PMG  (215) 391-5172,1,"540 N 19th St APT 1, Philadelphia, PA, 19130"
1,1350,Allegiance Real Estate LLC  (215) 235-5015,1,"1722 Green St APT B, Philadelphia, PA, 19130"
1,1350,,1,"801 N 26th St, Philadelphia, PA, 19130"
1,1350,Allegiance Real Estate LLC  (215) 235-5015,1,"1640 Parrish St # 1, Philadelphia, PA, 19130"
1,1350,Earl Properties LLC  (267) 454-6934,1,"846 N 25th St # 2, Philadelphia, PA, 19130"
1,1300,Abbolone & Scullin Realty-Philadelphia  (215) 546-2030,1,"1830 Pine St, Philadelphia, PA, 19103"
1,1475,The HOW Group  (484) 309-5372,1,"1424 Fairmount Ave # V1SFCD42A, Philadelphia, PA, 19130"
1,1395,JG Real Estate  (215) 467-4100,1,"870 N 26th St # 1, Philadelphia, PA, 19130"
1,1300,Elfant Wissahickon Realtors  (484) 886-6337,1,"2021 Spring Garden St APT 2R, Philadelphia, PA, 19130"
1,1295,Property Management Group DBA PMG Realty  (215) 545-7007,1,"1926 Spring Garden St # 3, Phila, PA, 19130"
1,1275,Skyway LLC  (609) 678-7740,1,"1925 Spring Garden 1925 3r # 6076573, Philadelphia, PA, 19130"
1,1250,"Volpe Real Estate, Inc.  (215) 545-5414",1,"528 N 19th St # 1, Philadelphia, PA, 19130"
1,1525,Property Management Group DBA PMG Realty  (215) 545-7007,2,"1734 Mount Vernon St # 6581461, Phila, PA, 19130"
1,1300,The Philly Apartment Company  (215) 495-0070,1,"711 Corinthian Ave # 1F, Philadelphia, PA, 19130"
1,1250,(215) 833-6666,1,"1916 Spring Garden St APT 3F, Philadelphia, PA, 19130"
1,1250,(267) 290-7220,1,"1524 W Girard Ave # 2G, Philadelphia, PA, 19130"
1,1250,(215) 600-3443,1,"1609 Mount Vernon St, Philadelphia, PA, 19130"
1,1325,Property Management Group DBA PMG Realty  (215) 545-7007,1,"2200 Fairmount Ave APT 2R, Philadelphia, PA, 19130"
1,2900,Keller Williams Philadelphia  (856) 230-9990,4,"2120 N 17th St # 2, Philadelphia, PA, 19121"
1,2880,MK Management Group  (215) 765-1429,4,"1928 N Gratz St # 1, Philadelphia, PA, 19121"
1,2875,JBMP Group  (267) 797-2175,5,"1815 N 18th St # 1, Philadelphia, PA, 19121"
1,2850,JBMP Group  (267) 797-2175,6,"2116 N 17th St # 2, Philadelphia, PA, 19121"
1,2860,MK Management Group  (215) 765-1429,4,"2028 N 18th St APT 1, Philadelphia, PA, 19121"
1,2875,JBMP Group  (267) 797-2175,6,"1721 Edgley St, Philadelphia, PA, 19121"
1,2800,Temple Roosts  (610) 316-9144,5,"2144 N Carlisle St, Philadelphia, PA, 19121"
1,2900,Keller Williams Philadelphia  (856) 230-9990,4,"2120 N 17th St # 1, Philadelphia, PA, 19121"
1,2750,Temple Roosts  (610) 316-9144,5,"1623 Edgley St, Philadelphia, PA, 19121"
1,2750,JBMP Group  (267) 797-2175,5,"1842 W Master St # B, Philadelphia, PA, 19121"
1,2700,(215) 680-4210,4,"1717 N 17th St # 1, Philadelphia, PA, 19121"
1,2800,Temple Roosts  (610) 316-9144,5,"2146 N Carlisle St, Philadelphia, PA, 19121"
1,2700,Powelton Properties  (215) 386-2578,4,"1837 N 18th St # 1, Philadelphia, PA, 19121"
1,2700,JBMP Group  (267) 797-2175,4,"1933 N 18th St # 2, Philadelphia, PA, 19121"
1,2700,JBMP Group  (267) 797-2175,4,"1511 N 16th St # 1, Philadelphia, PA, 19121"
1,2700,JBMP Group  (267) 797-2175,4,"1907 N 18th St # 1, Philadelphia, PA, 19121"
1,2700,(215) 680-4210,4,"2037 N 15th St # 1, Philadelphia, PA, 19121"
1,2675,(512) 222-8989,5,"1739 N Willington St APT C, Philadelphia, PA, 19121"
1,2650,North Broad Living Management  (215) 232-4710,4,"1615 N Sydenham St FL 1, Philadelphia, PA, 19121"
1,2640,MK Management Group  (215) 765-1429,4,"2107 N 17th St # 1, Philadelphia, PA, 19121"
1,2600,(267) 481-6668,4,"2004 N 17th St # A, Philadelphia, PA, 19121"
1,2600,(267) 481-6668,4,"1715 N Willington St # B, Philadelphia, PA, 19121"
1,2640,MK Management Group  (215) 765-1429,4,"1424 N Willington St # 1424, Philadelphia, PA, 19121"
1,2600,MK Management Group  (215) 765-1429,4,"2024 N 15th St APT 1, Philadelphia, PA, 19121"
1,2600,JBMP Group  (267) 797-2175,4,"1733 Cecil B Moore Ave # 2, Philadelphia, PA, 19121"
1,2600,JBMP Group  (267) 797-2175,4,"1731 Cecil B Moore Ave # 2, Philadelphia, PA, 19121"
1,2650,North Broad Living Management  (215) 232-4710,4,"1617 N Sydenham St APT 1, Philadelphia, PA, 19121"
1,2600,MK Management Group  (215) 765-1429,4,"1745 N Willington St APT 2F, Philadelphia, PA, 19121"
1,2600,Golden City Realty  (267) 481-6668,4,"1747 N 16th St, Philadelphia, PA, 19121"
1,2600,JBMP Group  (267) 797-2175,4,"2122 N 17th St # 1, Philadelphia, PA, 19121"
1,2600,(215) 987-0341,4,"1520 N Sydenham St # 4, Philadelphia, PA, 19121"
1,2600,,5,"1817 N Gratz St, Philadelphia, PA, 19121"
1,2600,City Wide Realty Inc  (267) 432-3339,4,"1521 Fontain St, Philadelphia, PA, 19121"
1,2600,JBMP Group  (267) 797-2175,4,"1821 N 18th St UNIT 1, Philadelphia, PA, 19121"
1,2600,Silver City Realty LLC  (267) 481-6668,4,"1631 N Willington St # 3F, Philadelphia, PA, 19121"
1,2600,(267) 481-6668,4,"1610 N Sydenham St # A, Philadelphia, PA, 19121"
1,2540,MK Management Group  (215) 765-1429,4,"1406 N Willington St APT 1, Philadelphia, PA, 19121"
1,2600,Silver City Realty LLC  (267) 481-6668,4,"1713 N Willington St # 2, Philadelphia, PA, 19121"
1,2600,(267) 481-6668,4,"2008 N 17th St # 1, Philadelphia, PA, 19121"
1,2500,City Wide Realty  (215) 680-4210,4,"2029 N 18th St # 2, Philadelphia, PA, 19121"
1,2500,MK Management Group  (215) 765-1429,4,"1933 N 18th St # 1, Philadelphia, PA, 19121"
1,2500,BilGar Properties  (215) 852-1482,5,"1633 Cecil B Moore Ave, Philadelphia, PA, 19121"
1,2500,JBMP Group  (267) 797-2175,5,"2108 N 17th St # 1, Philadelphia, PA, 19121"
1,2500,MK Management Group  (215) 765-1429,4,"2129 N 17th St # 2, Philadelphia, PA, 19121"
1,2500,(215) 917-1668,4,"1515 Fontain St # 1, Philadelphia, PA, 19121"
1,2500,JBMP Group  (267) 797-2175,4,"1835 N Bouvier St # 1, Philadelphia, PA, 19121"
1,2500,JBMP Group  (267) 797-2175,5,"1716 Edgley St, Philadelphia, PA, 19121"
1,2500,JBMP Group  (267) 797-2175,4,"1934 N Gratz St # 1, Philadelphia, PA, 19121"
1,2500,MK Management Group  (215) 765-1429,5,"1619 N Bouvier St # 1, Philadelphia, PA, 19121"
1,2400,Allegiance Real Estate LLC  (215) 235-5015,4,"3124 Clifford St, Philadelphia, PA, 19121"
1,2400,JBMP Group  (267) 797-2175,4,"1724 W Master St # 3, Philadelphia, PA, 19121"
1,2400,JBMP Group  (267) 797-2175,4,"2012 N Carlisle St, Philadelphia, PA, 19121"
1,2400,Full Court Property Management  (267) 270-5530,4,"2935 Cecil B Moore Ave, Philadelphia, PA, 19121"
1,2400,Full Court Property Management  (267) 270-5530,4,"2941 Cecil B Moore Ave, Philadelphia, PA, 19121"
1,2400,Realty Mark  (610) 952-0848,4,"1919 N Gratz St # A, Philadelphia, PA, 19121"
1,2400,(267) 888-6277,4,"1936 N 18th St # B, Philadelphia, PA, 19121"
1,2300,JBMP Group  (267) 797-2175,4,"1409 W Thompson St # 1, Philadelphia, PA, 19121"
1,2300,JBMP Group  (267) 797-2175,4,"1407 W Thompson St # 1, Philadelphia, PA, 19121"
1,2300,JBMP Group  (267) 797-2175,4,"1725 W Berks St APT 1, Philadelphia, PA, 19121"
1,2650,JBMP Group  (267) 797-2175,5,"1811 W Berks St APT A, Philadelphia, PA, 19121"
1,2300,JBMP Group  (267) 797-2175,4,"1815 W Berks St # 2, Philadelphia, PA, 19121"
1,2300,JBMP Group  (267) 797-2175,4,"1929 N Gratz St # 1, Philadelphia, PA, 19121"
1,2300,REMAX Plus  (215) 422-3711,4,"1612 W Diamond St, Philadelphia, PA, 19121"
1,2250,(732) 850-2431,2,"1203 N 25th St # B, Philadelphia, PA, 19121"
1,2250,Powelton Properties  (215) 386-2578,3,"1729 N Willington St # 1F, Philadelphia, PA, 19121"
1,2250,SPACE & COMPANY  (267) 886-0719,4,"2704 Cecil B Moore Ave, Philadelphia, PA, 19121"
1,2250,Konkrete Investments LLC  (215) 667-5853,3,"1615 W Montgomery Ave # 2, Philadelphia, PA, 19121"
1,2200,(805) 807-3977,4,"1956 N 18th St, Philadelphia, PA, 19121"
1,2200,JBMP Group  (267) 797-2175,4,"2017 N Gratz St, Philadelphia, PA, 19121"
1,2200,JBMP Group  (267) 797-2175,4,"1949 N Gratz St # 1, Philadelphia, PA, 19121"
1,2200,JBMP Group  (267) 797-2175,4,"2016 N 18th St # 2, Philadelphia, PA, 19121"
1,2200,JBMP Group  (267) 797-2175,4,"1820 W Berks St APT 1, Philadelphia, PA, 19121"
1,2200,JBMP Group  (267) 797-2175,4,"1826 W Norris St # 1, Philadelphia, PA, 19121"
1,2200,Temple Roosts  (610) 316-9144,4,"2027 N Gratz St, Philadelphia, PA, 19121"
1,2200,Coldwell Banker Preferred  (609) 315-4894,4,"1520 Ingersoll St # 3, Philadelphia, PA, 19121"
1,2200,The Condo Shop  (610) 504-0404,4,"1816 N Bouvier St # 2, Philadelphia, PA, 19121"
1,2200,Realty Mark Associates  (215) 287-5678,4,"1705 Page Street # 1 St Fl, Philadelphia, PA, 19121"
1,2200,The Condo Shop  (610) 504-0404,4,"1615 W Diamond St # 1, Philadelphia, PA, 19121"
1,2200,"N Property Group, Inc  (215) 825-2509",4,"1638 French St, Philadelphia, PA, 19121"
1,2200,(570) 954-5789,4,"2023 N Gratz St # 1, Philadelphia, PA, 19121"
1,2200,The Salas Team at RE/MAX One Realty  (610) 649-4181,4,"1745 N Gratz St, Philadelphia, PA, 19121"
1,2200,(215) 779-8196,4,"1514 W Diamond St # 3, Philadelphia, PA, 19121"
1,2150,,4,"1740 N Gratz St # 1, Philadelphia, PA, 19121"
1,2195,JG Real Estate  (215) 467-4100,3,"1456 N Corlies St, Philadelphia, PA, 19121"
1,2100,Fifth Realty  (215) 253-6085,3,"2035 N College Ave, Philadelphia, PA, 19121"
1,2100,(909) 229-8160,3,"1625 Fontain St # C, Philadelphia, PA, 19121"
1,2100,(646) 266-9171,3,"2029 N 15th St # 2, Philadelphia, PA, 19121"
1,2100,The Philly Apartment Company  (215) 495-0070,3,"3019-3035 W Master St # 3BR, Philadelphia, PA, 19121"
1,2100,1995  (267) 884-5045,3,"3031 W Master St # 1, Philadelphia, PA, 19121"
1,2025,Temple Roosts  (610) 316-9144,3,"2024 N Gratz St, Philadelphia, PA, 19121"
1,2085,MK Management Group  (215) 765-1429,3,"1708 Fontain St # 1, Philadelphia, PA, 19121"
1,2010,MK Management Group  (215) 765-1429,3,"1521 W Seybert St # U, Philadelphia, PA, 19121"
1,2025,City Wide Realty  (215) 680-4210,3,"1724 N Willington St # 1, Philadelphia, PA, 19121"
1,2000,Keller Williams Philly  (215) 908-4112,3,"2712 W Jefferson St, Philadelphia, PA, 19121"
1,2055,MK Management Group  (215) 765-1429,3,"1832 W Montgomery Ave # 1, Philadelphia, PA, 19121"
1,2000,Homeline Real Estate Inc  (267) 476-0776,2,"1223 N 25th St # C, Philadelphia, PA, 19121"
1,1950,Keller Williams Center City  (215) 227-3333,3,"1306 N 22nd St, Philadelphia, PA, 19121"
1,1950,(267) 481-6668,3,"1705 N 16th St # 3, Philadelphia, PA, 19121"
1,1950,JBMP Group  (267) 797-2175,2,"1247 N 28th St # 2, Philadelphia, PA, 19121"
1,1950,Temple Roosts  (610) 316-9144,3,"1540 W Thompson St, Philadelphia, PA, 19121"
1,1950,WEST NORRIS LLC  (215) 917-4549,3,"1744 N 16th St, Philadelphia, PA, 19121"
1,1950,,3,"1613 Fontain St, Philadelphia, PA, 19121"
1,1925,The Green P   (215) 460-3732,3,"1508 W Oxford St APT 3, Philadelphia, PA, 19121"
1,1950,JBMP Group  (267) 797-2175,3,"1619 W Diamond St # 2, Philadelphia, PA, 19121"
1,1900,Coldwell Banker Preferred  (609) 315-4894,3,"1716 N 18th St # 3, Philadelphia, PA, 19121"
1,1900,Homeline Real Estate Inc  (267) 476-0776,2,"1250 N 25th St APT A, Philadelphia, PA, 19121"
1,1875,(267) 481-6668,3,"1741 N 16th St # 3, Philadelphia, PA, 19121"
1,1875,(267) 481-6668,3,"1701 N 16th St # 1, Philadelphia, PA, 19121"
1,1860,The Green P   (215) 460-3732,3,"2030 N 17th St # 2, Philadelphia, PA, 19121"
1,1850,JG Real Estate  (215) 467-4100,3,"1341 N Marston St # 2, Philadelphia, PA, 19121"
1,1850,Holly Mack-Ward & Co.  (267) 238-3511,3,"1321 N 29th St, Philadelphia, PA, 19121"
1,1895,Keller Williams Philly  (215) 607-6007,2,"1218 N 30th St, PHILADELPHIA, PA, 19121"
1,1875,(267) 481-6668,3,"1608 N Sydenham St # 1, Philadelphia, PA, 19121"
1,1830,MK Management Group  (215) 765-1429,3,"1526 Fontain St # 1, Philadelphia, PA, 19121"
1,1825,Keller Williams Philly  (215) 559-1389,2,"3033 N Master St # B, Philadelphia, PA, 19121"
1,1825,The Philly Apartment Company  (215) 495-0070,2,"3025 W Master St, Philadelphia, PA, 19121"
1,1800,Advance Philly - Keller Williams - Center City   (215) 478-7218,2,"1220 N 28th St APT C, Philadelphia, PA, 19121"
1,1800,Homeline Real Estate Inc  (215) 391-3697,2,"1265 N Newkirk St # F, Philadelphia, PA, 19121"
1,1775,1995  (267) 884-5045,2,"3027 W Master St # 3C, Philadelphia, PA, 19121"
1,1700,BMG Philadelphia  (267) 244-7215,2,"2617 W Girard Avenue 4-d # 7048091, Philadelphia, PA, 19121"
1,1695,OCF Realty  (215) 735-7368,2,"1225-27 N 28th St # C, Philadelphia, PA, 19121"
1,1673,The Philly Apartment Company  (215) 495-0070,2,"3035 W Master St # 2BR, Philadelphia, PA, 19121"
1,1695,OCF Realty  (215) 735-7368,2,"1225 N 28th St APT C, Philadelphia, PA, 19121"
1,3000,Compass  (215) 327-5521,4,"2218-20 20 Emerald Street # 2nd FL 3RD, Philadelphia, PA, 19125"
1,4150,(215) 917-7763,4,"2218 E Hazzard St, Philadelphia, PA, 19125"
1,3200,(267) 689-8262,3,"1455 E Columbia Ave, Philadelphia, PA, 19125"
1,2990,(215) 635-1121,3,"14XX E Columbia Ave, Philadelphia, PA, 19125"
1,2750,The Somers Team at RE/MAX Access  (267) 987-4443,3,"632 E Flora St, Philadelphia, PA, 19125"
1,2695,JG Real Estate  (215) 467-4100,3,"1858 Frankford Ave # B, Philadelphia, PA, 19125"
1,2650,,3,"2528 Amber St, Philadelphia, PA, 19125"
1,2800,RE/MAX Hometown  (856) 316-9196,3,"2328 Collins St, Philadelphia, PA, 19125"
1,2600,Prosperity Real Estate & Inves  (866) 327-7673,4,"1429 E Oxford St, Philadelphia, PA, 19125"
1,2550,Onyx Management Group  (215) 354-0404,4,"1223 E Oxford St, Philadelphia, PA, 19125"
1,2500,Onyx Management Group  (215) 354-0404,4,"2014 Trenton Ave, PHILADELPHIA, PA, 19125"
1,2500,Real Estate Management Advisors LLC  (215) 914-0700,3,"248 E Girard Ave, Philadelphia, PA, 19125"
1,2500,Vue RE Group  (267) 939-9895,3,"2304 E Dakota St, Philadelphia, PA, 19125"
1,2500,BMG Philadelphia  (267) 244-7215,3,"112 Richmond St, Philadelphia, PA, 19125"
1,2500,VUE Real Estate Group  (215) 900-3607,3,"2302 E Dakota St, Philadelphia, PA, 19125"
1,2500,VUE Real Estate Group  (215) 900-3607,3,"2308 E Dakota St, Philadelphia, PA, 19125"
1,2495,JG Real Estate  (215) 467-4100,2,"1142 Frankford Ave APT 4, Philadelphia, PA, 19125"
1,2450,(267) 689-8262,3,"536 E Girard Ave, Philadelphia, PA, 19125"
1,2400,"New Age Realty Group, Inc.  (215) 387-1002",3,"1318 Crease St, Philadelphia, PA, 19125"
1,2350,Marc Hammarberg Group  (215) 790-5501,3,"2660 Collins St, Philadelphia, PA, 19125"
1,2400,1995  (267) 884-5045,1,"958 Shackamaxon St # G, Philadelphia, PA, 19125"
1,2350,JG Real Estate  (215) 467-4100,4,"2532 Collins St, Philadelphia, PA, 19125"
1,2300,,3,"2128 E Tucker St, Philadelphia, PA, 19125"
1,2350,,3,"2015 E Hazzard St, Philadelphia, PA, 19125"
1,2300,BMG Philadelphia  (267) 244-7215,2,"1405 Frankford Ave UNIT 301, Philadelphia, PA, 19125"
1,2250,JG Real Estate  (215) 467-4100,3,"2084 E Letterly St, Philadelphia, PA, 19125"
1,2200,20/20 Real Estate  (215) 357-2020,3,"2318 E Harold St, Philadelphia, PA, 19125"
1,2250,,3,"2425 E York St, Philadelphia, PA, 19125"
1,2200,,2,"422 Sepviva St, Philadelphia, PA, 19125"
1,2200,,3,"E Norris St, Philadelphia, PA, 19125"
1,2200,Coldwell Banker Preferred  (267) 974-1450,2,"1539 E Palmer St, Philadelphia, PA, 19125"
1,2195,(513) 316-4619,3,"2620 Memphis St, Philadelphia, PA, 19125"
1,1650,KW Philly  (610) 574-2665,2,"1822 Ingersoll St # A, Philadelphia, PA, 19121"
1,1600,BMG Philadelphia  (267) 244-7215,2,"1339 N Myrtlewood St, Philadelphia, PA, 19121"
1,1600,Homeline Real Estate Inc  (267) 476-0776,2,"2220-28 W Master St # 2220-28, Philadelphia, PA, 19121"
1,1575,BMG Philadelphia  (267) 244-7215,2,"1238 N 28th St APT 2A, Philadelphia, PA, 19121"
1,2450,(215) 519-1639,3,"524 E Girard Ave # 5, Philadelphia, PA, 19125"
1,3850,,4,"1360 Crease St, Philadelphia, PA, 19125"
1,2600,Coldwell Banker Preferred  (267) 974-1450,4,"1432 E Palmer St, Philadelphia, PA, 19125"
1,2395,JG Real Estate  (215) 467-4100,3,"2507 E Albert St, Philadelphia, PA, 19125"
1,2450,OCF Realty  (215) 735-7368,3,"2357 E Susquehanna Ave, Philadelphia, PA, 19125"
1,2150,(267) 495-6519,2,"2003 Tulip St, Philadelphia, PA, 19125"
1,2150,(610) 500-0583,3,"1114 Earl St, Philadelphia, PA, 19125"
1,2100,Keller Williams Philadelphia  (215) 778-8444,3,"2077 E Hagert St, Philadelphia, PA, 19125"
1,2100,The Somers Team at RE/MAX Access  (267) 987-4443,3,"2141 E Firth St UNIT 1, Philadelphia, PA, 19125"
1,2100,Keller Williams Main Line Realty  (610) 520-0100,3,"2530 Webb St, Philadelphia, PA, 19125"
1,2100,The Cohen Team @ KW  (610) 888-0033,3,"2327 E York St # 3, Philadelphia, PA, 19125"
1,2100,BMG Philadelphia  (267) 244-7215,3,"2041 E Hazzard St, Philadelphia, PA, 19125"
1,2100,TCS Management LLC  (215) 383-1439,2,"2132 E Sergeant St UNIT 1, Philadelphia, PA, 19125"
1,2000,The Somers Team at RE/MAX Access  (267) 987-4443,3,"2568 Frankford Ave # C, Philadelphia, PA, 19125"
1,2000,Coldwell Banker Preferred-Old City  (215) 432-2553,3,"2028 Sepviva St, Philadelphia, PA, 19125"
1,2000,(267) 544-7368,2,"1234 E Columbia Ave # 5, Philadelphia, PA, 19125"
1,2000,"Berkshire Hathaway HomeServices Fox & Roach, Realtor  (215) 301-9306",3,"2231 Cedar St, Philadelphia, PA, 19125"
1,2000,,3,"E Berks St, Philadelphia, PA, 19125"
1,2000,Coldwell Banker Preferred  (267) 974-1450,3,"618 Gaul St, Philadelphia, PA, 19125"
1,2000,1995  (267) 884-5045,2,"459 E Girard Ave # 4, Philadelphia, PA, 19125"
1,2000,JBMP Group  (267) 797-2175,2,"2658 Edgemont St, Philadelphia, PA, 19125"
1,2000,(267) 689-8262,2,"457 E Girard Ave, Philadelphia, PA, 19125"
1,2000,(267) 544-7368,2,"400 E Girard Ave # 4, Philadelphia, PA, 19125"
1,2000,(215) 796-0117,3,"706 Miller St, Philadelphia, PA, 19125"
1,2000,(215) 519-1639,2,"459 E Girard Ave, Philadelphia, PA, 19125"
1,2000,(267) 346-1420,2,"1775 Frankford Ave APT 3, Philadelphia, PA, 19125"
1,2000,Keller Williams Philadelphia Center City  (856) 383-7861,3,"2550 Emerald St # A, Philadelphia, PA, 19125"
1,1995,JG Real Estate  (215) 467-4100,2,"2032-34 Frankford Ave # C2, Philadelphia, PA, 19125"
1,1975,Axelrod Management  (215) 801-6484,3,"618 E Girard Ave, Philadelphia, PA, 19125"
1,2000,City Wide Realty  (215) 310-6888,2,"457 E Girard Ave # 4, Philadelphia, PA, 19125"
1,1950,PA Realtyworks  (267) 535-0920,3,"1906 E Harold St, Philadelphia, PA, 19125"
1,1900,(215) 435-1272,3,"2624 E Albert St, Philadelphia, PA, 19125"
1,1925,JG Real Estate  (215) 467-4100,3,"2549 Cedar St, Philadelphia, PA, 19125"
1,1900,,3,"2163 E Hagert St, Philadelphia, PA, 19125"
1,1900,(267) 544-7368,2,"450 E Girard Ave, Philadelphia, PA, 19125"
1,1900,OCF Realty  (215) 735-7368,2,"2159 E Gordon St, Philadelphia, PA, 19125"
1,1995,JG Real Estate  (215) 467-4100,2,"512 E Girard Ave APT 305, Philadelphia, PA, 19125"
1,1875,JG Real Estate  (215) 467-4100,3,"1127 E Susquehanna Ave # 2, Philadelphia, PA, 19125"
1,1850,Remax Access  (215) 400-2600,2,"2162 64 E Norris St # 303, Philadelphia, PA, 19125"
1,1895,Odin Properties  (215) 920-0200,2,"1045 Frankford Ave APT 107, Philadelphia, PA, 19125"
1,1850,Keller Williams Realty   (215) 460-4119,2,"2562 Frankford Avenue # 3rd, Philadelphia, PA, 19125"
1,1800,City Wide Realty  (215) 519-1639,2,"2035 E Dauphin St # 1, Philadelphia, PA, 19125"
1,1800,TCS Management LLC  (215) 275-2394,2,"2121 E Norris St # 2F, Philadelphia, PA, 19125"
1,3500,"Ikos Holdings, Inc.  (267) 279-9777",8,"1215 W Susquehanna Ave, Philadelphia, PA, 19122"
1,3400,(717) 903-2166,3,"1513 N Mascher St, Philadelphia, PA, 19122"
1,2850,,3,"1527 N Mascher St, Philadelphia, PA, 19122"
1,1800,(609) 828-5819,2,"2210 Frankford Ave # 5, Phila, PA, 19125"
1,1795,JG Real Estate  (215) 467-4100,2,"1906 E Albert St, Philadelphia, PA, 19125"
1,1795,Keller Williams Philly  (215) 709-4141,2,"1908 E Hagert St, Philadelphia, PA, 19125"
1,1750,The Philly Apartment Company  (215) 495-0070,2,"604 E Girard Ave # 1, Philadelphia, PA, 19125"
1,1750,The Philly Apartment Company  (215) 495-0070,2,"2655 Braddock St, Philadelphia, PA, 19125"
1,1725,(646) 209-5824,2,"2337 E Dauphin St, PHILADELPHIA, PA, 19125"
1,1795,Keller Williams Realty Center City  (215) 664-1045,2,"2021 Sepviva St, Philadelphia, PA, 19125"
1,1700,,2,"2612 E Norris St, Philadelphia, PA, 19125"
1,1700,Brody & Co/267-515-6029  (215) 687-2784,2,"2431 Frankford Ave UNIT 12, Philadelphia, PA, 19125"
1,1700,(215) 939-1339,2,"2408 E York St # 1, Philadelphia, PA, 19125"
1,1700,The Cohen Team @ KW  (610) 888-0033,2,"2327 E York St APT 2, Philadelphia, PA, 19125"
1,1695,JG Real Estate  (215) 467-4100,1,"1420 22 E Susquehanna Ave # F, Philadelphia, PA, 19125"
1,1650,JG Real Estate  (215) 467-4100,1,"1425 Frankford Ave # A, Philadelphia, PA, 19125"
1,1695,JG Real Estate  (215) 467-4100,2,"2520 22 E Hagert St # 1, Philadelphia, PA, 19125"
1,1650,(215) 668-5454,1,"537 E Girard Ave, Philadelphia, PA, 19125"
1,1600,The Philly Apartment Company  (215) 495-0070,2,"2434 E Gordon St, Philadelphia, PA, 19125"
1,1600,RE/MAX Access  (215) 400-2600,2,"848 Moyer St, Philadelphia, PA, 19125"
1,1600,VUE real estate group  (267) 246-5474,1,"2228 Frankford Ave # 3, Philadelphia, PA, 19125"
1,1575,,1,"1225 Shackamaxon St # 11, Philadelphia, PA, 19125"
1,1600,Global Management  (267) 334-0174,2,"1027 E Montgomery Ave # 1, Philadelphia, PA, 19125"
1,1595,VUE real estate group  (267) 270-6634,2,"441 E Girard Ave # 2, Philadelphia, PA, 19125"
1,2500,JBMP Group  (267) 797-2175,3,"1752 N Hancock St, Philadelphia, PA, 19122"
1,2500,LYL Realty Group  (215) 498-3546,3,"1506 N 6th St, Philadelphia, PA, 19122"
1,2500,(267) 235-9268,3,"1506 N 6th St # 2, Philadelphia, PA, 19122"
1,2450,HomeSmart Realty  (610) 564-8444,3,"1651 N Randolph St, Philadelphia, PA, 19122"
1,2450,Luminous Realty  (212) 203-2016,3,"422 W Master St, Philadelphia, PA, 19122"
1,2400,JBMP Group  (267) 797-2175,4,"1925 N 7th St # 1, Philadelphia, PA, 19122"
1,2250,The Somers Team at RE/MAX Access  (267) 987-4443,3,"1647 N Randolph St, Philadelphia, PA, 19122"
1,2300,Allegiance Real Estate LLC  (215) 235-5015,2,"333 W Thompson St, Philadelphia, PA, 19122"
1,2200,CenterCityTeam at Berkshire Hathaway Fox & Roach  (610) 636-4364,3,"2031 N Hope St, Philadelphia, PA, 19122"
1,2200,(267) 689-8262,2,"1420 N 7th St, Philadelphia, PA, 19122"
1,2200,Coldwell Banker Preferred  (267) 679-6654,2,"1326 N 5th St, Philadelphia, PA, 19122"
